Title Searched,Year Searched,Director Searched,Publication,Score,Critic,Snippet,Date Written
TAKE SHELTER,2011,Jeff Nichols,Village Voice,90,Melissa Anderson,"Despite a few missteps, Take Shelter powerfully lays bare our national anxiety disorder - a pervasive dread that Curtis can define only as ""something that's not right.""","Sep 27, 2011"
TAKE SHELTER,2011,Jeff Nichols,Wall Street Journal,90,Joe Morgenstern,"A dazzling piece of filmmaking, and much of the dazzle - as well as the anguished darkness - comes from Adam Stone's cinematography, which expresses the swirling state of Curtis's mind with richly varied flavors of light.","Sep 29, 2011"
TAKE SHELTER,2011,Jeff Nichols,Salon,90,Andrew O'Hehir,"A terrifically crafted little movie that bounces off current events and the nation's downbeat mood ingeniously, and that it variously suggests comparisons with the early work of Terrence Malick, Stanley Kubrick and the Coen brothers. Yeah, I think it's that good, but please note that I also said ""little.""","Sep 29, 2011"
TAKE SHELTER,2011,Jeff Nichols,Chicago Reader,90,J.R. Jones,"Writer-director Jeff Nichols maintains a cagey balancing act for much of the movie, refusing to specify whether his protagonist is a prophet or a madman, yet in the end this doesn't really matter: the storm inside him is plenty real.","Oct 6, 2011"
TAKE SHELTER,2011,Jeff Nichols,Arizona Republic,90,Bill Goodykoontz,Not just a fascinating character study but a kind of horror movie as well.,"Oct 27, 2011"
TAKE SHELTER,2011,Jeff Nichols,Chicago Tribune,88,Michael Phillips,Here's what I most appreciate about Shannon's work with the writer-director Jeff Nichols: the subtlety.,"Oct 6, 2011"
TAKE SHELTER,2011,Jeff Nichols,Boston Globe,88,Ty Burr,"Take Shelter plays Curtis's unraveling at daring length. The film will be too slow and dark for some, and it's definitely overlong.","Oct 20, 2011"
TAKE SHELTER,2011,Jeff Nichols,St. Louis Post-Dispatch,88,Joe Williams,Shannon's powerfully imploded performance ignites one of the best films of the year.,"Oct 28, 2011"
TAKE SHELTER,2011,Jeff Nichols,The A.V. Club,83,Noel Murray,"Writer-director Jeff Nichols re-teams with his ""Shotgun Stories"" star Michael Shannon for his second feature, Take Shelter, which has a similar setting, but a different mood. Nichols is still concerned with family legacies, and the ways people in smaller communities relate to each other, but Take Shelter is slower and smoother, deliberately developing a mood of creeping dread.","Sep 28, 2011"
TAKE SHELTER,2011,Jeff Nichols,Variety,80,Justin Chang,"This deliberately paced psychological drama builds an ever-tightening knot of tension around an excellent Michael Shannon, here playing a family man slowly driven mad by apocalyptic visions that could be paranoid, prophetic or both.","Sep 25, 2011"
TAKE SHELTER,2011,Jeff Nichols,Los Angeles Times,80,Sheri Linden,"From the first moments of the eerie storm that opens the story, dread is the prevailing mood of this pre-apocalyptic drama - a film very much about this moment in time.","Sep 29, 2011"
TAKE SHELTER,2011,Jeff Nichols,The New York Times,80,A.O. Scott,"It is a quiet, relentless exploration of the latent (and not so latent) terrors that bedevil contemporary American life, a horror movie that will trouble your sleep not with visions of monsters but with a more familiar dread.","Sep 29, 2011"
TAKE SHELTER,2011,Jeff Nichols,New York Daily News,80,Elizabeth Weitzman,"Nichols approaches his subject with thoughtful empathy, and while his themes are enormous - he's addressing no less than the state of our nation - he wisely underplays even the most important moments.","Sep 30, 2011"
TAKE SHELTER,2011,Jeff Nichols,Empire,80,Angie Errigo,Terrific. Michael Shannon delivers a fractured everyman who'll stay with you long after the final frame.,"Nov 21, 2011"
TAKE SHELTER,2011,Jeff Nichols,Austin Chronicle,78,Marjorie Baumgarten,"Take Shelter is a deeply unsettling movie. Writer/director Jeff Nichols (an Austin resident and director of the award-winning 2007 feature ""Shotgun Stories"") doles out information as strategically as a government official.","Oct 27, 2011"
TAKE SHELTER,2011,Jeff Nichols,Slant Magazine,75,Bill Weber,"It's not easy to give a character study concerning mental illness the aspect of
a psychological thriller without some notes of exploitation or trivialization
creeping in, and Take Shelter makes a few missteps.","Sep 25, 2011"
TAKE SHELTER,2011,Jeff Nichols,Movieline,75,Stephanie Zacharek,"The economics of star casting aside, what would Take Shelter have been like with James McAvoy or Mark Wahlberg or Jake Gyllenhaal at its center?","Sep 29, 2011"
TAKE SHELTER,2011,Jeff Nichols,Rolling Stone,75,Peter Travers,"Nichols throws curveballs, but his film is unique and unforgettable.","Sep 29, 2011"
TAKE SHELTER,2011,Jeff Nichols,Miami Herald,75,Rene Rodriguez,"Take Shelter is paced slowly and deliberately, which is necessary to make believable whatever is tormenting Curtis.","Oct 26, 2011"
TAKE SHELTER,2011,Jeff Nichols,Boxoffice Magazine,70,Pam Grady,"Shannon makes the man's dilemma plain and moving, and that gives Take Shelter a resonance that last long after the final fade out.","Sep 26, 2011"
TAKE SHELTER,2011,Jeff Nichols,New Orleans Times-Picayune,70,Mike Scott,"All in all, Nichols ends up with a richly drawn, and at times disturbing, portrait of one man's descent into madness.","Nov 6, 2011"
TAKE SHELTER,2011,Jeff Nichols,New York Post,63,Lou Lumenick,It would be possible to appreciate Shannon's fabulous work in Take Shelter far better if the filmmaker lost a quarter of the two-hour running time -- there are many overlong scenes that make this a needlessly tough sit.,"Sep 30, 2011"
TAKE SHELTER,2011,Jeff Nichols,San Francisco Chronicle,50,Mick LaSalle,"Take Shelter has a problem, the simplest of all problems but no less serious for its being simple. It's a film without suspense and with a slow-moving story that unfolds without surprise or embellishment.","Oct 6, 2011"
UNIVERSAL LANGUAGE,2024,Matthew Rankin,New York Magazine (Vulture),100,Bilge Ebiri,"Universal Language is a magnificent film, one that feels warm and familiar even as we realize just how startlingly original it is.","May 25, 2024"
UNIVERSAL LANGUAGE,2024,Matthew Rankin,Original-Cin,100,Liam Lacey,"In short, Universal Language is something of bag of mixed nuts, a Frankenfilm, a cinematic turducken, with comic non-sequiturs and sight gags linked by three narrative strands.","Feb 6, 2025"
UNIVERSAL LANGUAGE,2024,Matthew Rankin,RogerEbert.com,100,Monica Castillo,"Co-written by Rankin, Nemati, and Ila Firouzabadi, “Universal Language” is delightfully absurdist, with little moments in each story that both make sense yet defy expectations.","Feb 14, 2025"
UNIVERSAL LANGUAGE,2024,Matthew Rankin,Rolling Stone,100,David Fear,"There is no single category that you can slot Rankin’s mix of a wink, a nudge and an embrace into, so we guess “lo-fi masterpiece” will have to do until a better option comes along.","Feb 14, 2025"
UNIVERSAL LANGUAGE,2024,Matthew Rankin,The Globe and Mail (Toronto),95,Barry Hertz,"Universal Language is a film flooded with sorrow and spirit, discombobulating surrealism and comforting sentimentality.","Jan 21, 2025"
UNIVERSAL LANGUAGE,2024,Matthew Rankin,The Film Stage,91,Rory O'Connor,"Everything from the film’s humanist energies, down to the timbre of the dialogue, rings like an endearing, never-labored homage to Persian cinema.","May 25, 2024"
UNIVERSAL LANGUAGE,2024,Matthew Rankin,Collider,90,Jason Gorber,"The story navigates the fine line between community pride and nationalistic zeal, providing lessons for a future while admitting to the existential futility of it all. We can shift our perspective, but every time we do, things stay pretty much the same.","Sep 17, 2024"
UNIVERSAL LANGUAGE,2024,Matthew Rankin,The New York Times,90,Alissa Wilkinson,"It’s a pensive meditation in an era of displacement, even if the film never tries to make a big point. The mood is palpable, and the meditation legible, even if Winnipeg and Iranian cinema are to you as remote as a chilly winter moon.","Feb 13, 2025"
UNIVERSAL LANGUAGE,2024,Matthew Rankin,Paste Magazine,90,Jim Vorel,The characters of Universal Language somehow leave you feeling better about humanity than you did before viewing it.,"Feb 14, 2025"
UNIVERSAL LANGUAGE,2024,Matthew Rankin,The Associated Press,88,Jake Coyle,"Rankin’s film, his second following the also surreal “Twentieth Century” (2019), is propelled less by narrative thrust than the abiding oddity of its basic construction, and the movie’s slavish devotion to seeing it through without a wink.","Feb 18, 2025"
UNIVERSAL LANGUAGE,2024,Matthew Rankin,IndieWire,83,David Ehrlich,"Universal Language is first and foremost a testament to the shared artifice of all filmic storytelling, and to the singular realities it’s able to bring alive in turn.","May 25, 2024"
UNIVERSAL LANGUAGE,2024,Matthew Rankin,The Daily Beast,83,Nick Schager,An off-kilter creation that feels like the wacko offspring of Aki Kaurismäki and Abbas Kiarostami’s cinemas.,"Oct 9, 2024"
UNIVERSAL LANGUAGE,2024,Matthew Rankin,The A.V. Club,83,Jacob Oller,"To further dig into Rankin’s blending of the goofily left-field and the openly earnest, the message persisting through the dry punchlines is that to care for your neighbor, to care for all the oddities of home, is to care for yourself.","Feb 12, 2025"
UNIVERSAL LANGUAGE,2024,Matthew Rankin,Variety,80,Peter Debruge,"Rankin may have conceived Universal Language in the spirit of homage, but there’s something undeniably original about the end result. Don’t be surprised if that translates into a modest cult following and more creative ideas in the future.","May 25, 2024"
UNIVERSAL LANGUAGE,2024,Matthew Rankin,Film Threat,80,Andy Howell,"The film is so gloriously absurd that we are mainly driven through the narrative by the continuous reveal of new elements in this bizarre and hilarious universe. Still, when everything does come together at the end, there are some emotional payoffs that sneak up on you like a wandering turkey.","Oct 11, 2024"
UNIVERSAL LANGUAGE,2024,Matthew Rankin,The Hollywood Reporter,80,Jordan Mintzer,"Rankin seems to be seeking out the universal language of cinema itself. In his own very weird way he manages to find it, turning an everyday place into something momentarily special — which is what all good movies are meant to do.","Feb 14, 2025"
UNIVERSAL LANGUAGE,2024,Matthew Rankin,TheWrap,80,Chase Hutchinson,"It’s a film whose magnificence sneaks up on you, delighting in plenty of clever silliness before hitting you with a succession of somber scenes that lay you flat.","Feb 14, 2025"
UNIVERSAL LANGUAGE,2024,Matthew Rankin,Los Angeles Times,80,Amy Nicholson,"The tone is dry and spartan — and funny, too, if you don’t mind snorting at someone whose sons died in a marshmallow-eating competition, or giggling over the sobs of a worker weeping in a cubicle for reasons that go unexplained.","Feb 14, 2025"
UNIVERSAL LANGUAGE,2024,Matthew Rankin,The Film Verdict,75,Stephen Dalton,"Blending autobiographical elements with heartfelt homages to Iranian cinema, writer-director Matthew Rankin's charmingly surreal comic fable reimagines Canada as a Farsi-speaking dreamland.","May 25, 2024"
UNIVERSAL LANGUAGE,2024,Matthew Rankin,Slant Magazine,75,David Robb,"Though juxtaposing Canada’s drabness and relative lack of heritage with Iran’s millennia of unbroken tradition brings out the former aspects particularly clearly, Universal Language is aiming beyond mere satire or culture-clash playfulness.","Sep 8, 2024"
UNIVERSAL LANGUAGE,2024,Matthew Rankin,Washington Post,75,Ty Burr,"It is as far from the commercial mainstream as narrative filmmaking gets, but for connoisseurs of the poetic bizarre, it has its very real enchantments.","Feb 28, 2025"
UNIVERSAL LANGUAGE,2024,Matthew Rankin,The New Yorker,70,Justin Chang,"[Rankin’s] film, at its best when it expresses a sincere belief in the possibilities of human connection, can feel trapped in the margins of its conceit, short-circuited by movie love.","Feb 13, 2025"
UNIVERSAL LANGUAGE,2024,Matthew Rankin,Screen Daily,60,Fionnuala Halligan,You could call it whimsical. Absurdist. Contrived. Or an unexpectedly unusual concept album that doesn’t quite come off but was worth the effort. And you would be correct every time.,"May 25, 2024"
UNIVERSAL LANGUAGE,2024,Matthew Rankin,Wall Street Journal,50,Kyle Smith,"The oblique nature of the final act might perhaps be justified if the rest of the movie were better. As it is, I kept thinking, “I guess that’s funny, in a way” rather than actually laughing at any of Mr. Rankin’s aggressively whimsical notions.","Feb 14, 2025"
